reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
003dae70-c9d1-467c-b052-2f1d80195801,Cary Schwartzman,https://play-lh.googleusercontent.com/a-/ALV-UjXwHxTXBUQaWsNAl5zqYdhS4Aqv8BHcJ-TQ1hMLyWPZYo9RWL1YXQ,seriously? no list view?!,2,2,1.18.33,2026-01-24 02:20:30,,,1.18.33
da022757-f666-4be7-95cd-24353c8e5f61,Constantin,https://play-lh.googleusercontent.com/a/ACg8ocLc6qGCLos5YRRi3J8nPwHhy4tujMbuXg_UGQ5BW6mriWY3C0Pp=mo,simple to use - at work and private as well.,5,4,1.18.33,2026-01-18 15:01:33,,,1.18.33
5b4b72fe-f1ed-407c-a58e-ef9c79282a6a,Pavel Belski,https://play-lh.googleusercontent.com/a-/ALV-UjVmmdHGtmNEu0lJQq1ichn97cStbNODlIma1Wyx_GJ4b3SK_SRtcQ,"very useless on android, desktop version more or less, mobile android version useless",2,2,0617f671,2026-01-18 03:11:12,,,0617f671
7dd1b518-2863-458e-819d-9be599021d21,Nick Lockard,https://play-lh.googleusercontent.com/a-/ALV-UjW189y-KDn7mjabVxK6RScuy7ap8NO0SK-nLr2fCRb1_eF7XdS2,Doesn't integrate Copilot365 or Graph yet. Can't semi automate my logistics yet.,3,0,1.18.33,2026-01-15 05:19:30,,,1.18.33
f53e084a-c34b-42d1-bd63-9cfd54a4a665,Sébastien,https://play-lh.googleusercontent.com/a-/ALV-UjWiB5jxUl-yQOOtYz53CMVTFl8qnwxyjrTcoSqaFofjICNO0qAO,"UX is horrid. UI is dated. Many crucial features unavailable on Android. You can't even create a plan ! A planner that doesn't allow you to create the task the app is made for. You have to use the web version in order to have that feature enabled. When you know there are free and open source devs working alone and make wonderful, functional apps, but a company as large as Microsoft can't even do a useful app...",1,11,1.18.31,2026-01-09 14:16:58,,,1.18.31
62250660-b0d1-4a63-b095-1b82ee4ef335,Young Le,https://play-lh.googleusercontent.com/a-/ALV-UjUB22B42S_tCcqs5v0U3BveJx2lVmLtFHvj6kCFFXUC5RZ25pw,"the latest update, just kill the link text. it displayed full URL instead. it would be great if it synced with Outlook calendar. great for tracking jobs",1,4,0617f671,2026-01-09 07:37:59,,,0617f671
5be072cd-0abe-4da0-a2e6-7af5d2a0ff1b,Ramnath Bandi,https://play-lh.googleusercontent.com/a-/ALV-UjVORzeHwDiRhCW7AKiVmArl-Xjp-cpn9VzClYQDc3cPoAW1O7bFXw,app interface needs to match with cloud version,4,1,1.18.31,2026-01-08 09:31:53,,,1.18.31
b2963c2a-0d0d-4339-973e-98cab652d01d,Moshe H,https://play-lh.googleusercontent.com/a/ACg8ocITXA_X6KtkP_VwGRRQE7T58q2ldMSIGVsLe5oITQ16R46XGA=mo,"As is my experience with almost all Microsoft products for Android, it barely works and is next to useless for doing any work. latest issue - not all my plans even show up in the list.",1,4,1.18.31,2026-01-08 00:01:17,,,1.18.31
e2eb06e3-70bc-497e-82b7-26532410476b,Joe Guzy (Climate Air),https://play-lh.googleusercontent.com/a/ACg8ocLc6l5zxA4MtF2v7fNm_ZJPJDFxBamioEamFlzSPOj7U9UqRw=mo,I would rate this app 5 stars. But the downfall to this app is you can't upload photos when wifi or cellular signal is out of reach. I am losing lots of time for the photos to be uploaded physically into the planner app.,3,3,1.18.31,2026-01-07 10:17:37,,,1.18.31
26affc88-29bf-4969-b1da-43e2214ac5e4,Attiq Rehman,https://play-lh.googleusercontent.com/a/ACg8ocJ5Y7z6upSYk3_o12qqed8Ev5vYi8LTvwF5k62E7s-4xOj4oA=mo,excellent,5,0,1.18.31,2026-01-06 21:53:20,,,1.18.31
ac581c3e-d9f8-4d6e-abb5-7910b52dc67f,M. Perek,https://play-lh.googleusercontent.com/a-/ALV-UjUxvAmjPgdFTb6MRtF2UssZme6mb3MkawuD2V5i27GixsKSr4LO,clearly not ready for market,1,1,1.18.31,2026-01-02 11:05:14,,,1.18.31
33201d73-3ee4-4ec8-924b-59525c7d136d,Abdulgader Algibani,https://play-lh.googleusercontent.com/a-/ALV-UjVPW3eWm-GcUx0hE10QD1mHeK-NRqzwargN9Ic7W5k4turS80ej,"developed to do list, great job",5,0,1.18.31,2025-12-29 22:05:16,,,1.18.31
cdb57f6d-f440-4911-b585-7238a36592e3,Farshad Rahmani,https://play-lh.googleusercontent.com/a/ACg8ocJunMsRmZuipf_hezdlOqGkGkpCKt0v2Eg822pxTwisLybGsw=mo,didn't let me sign in!!!,1,0,1.18.31,2025-12-25 19:22:36,,,1.18.31
42cf0498-be7e-49ab-aa9c-367f27013d77,David Lindgårde,https://play-lh.googleusercontent.com/a/ACg8ocLXiOLGu7eRL5I_ZsVYhPai5hsev7pz-eQ52TjrxrrfZqkbbIg=mo,"simply great , saves so many emails and keep progress easier than ever",5,1,1.18.31,2025-12-16 22:32:31,,,1.18.31
95cccb79-20c2-45aa-af45-dda24e17e5a0,Joel Ratuita,https://play-lh.googleusercontent.com/a-/ALV-UjXM5TalluwgZVkXSUWBeFUQM6Fs85uU4HxkwB39RFMouRUZ_xK9,good planner. request to be more flexible,4,0,1.18.31,2025-12-04 08:10:17,,,1.18.31
afb5833a-0255-4725-80b8-77e5864e4312,rajesh Bhati,https://play-lh.googleusercontent.com/a/ACg8ocJAuqYvoVJ_KjfZGt73ZyYBTa36rdzEVI3sZKvFjWF86-Wj5w=mo,very nice for business booster,5,1,1.18.31,2025-11-28 14:42:55,,,1.18.31
a0102cba-ea64-46fd-aca7-196af5e85cb3,சரவண குமார் சேனல் ராமகிருஷ்ணன்,https://play-lh.googleusercontent.com/a-/ALV-UjWZTd1HdlUdcFZ0CG1vCV5wrIwDz0iFRihP0mWY9jiMDd3o4ouuRg,Seamless And Effective And Non Intrusive And Intuitive Keep It Up And Imrove Be Your Better Best From A While Ago Compete With Your Previous Best You Are Your Competition If You Do Not Beat Yourself Somebody Will Beat You,5,0,1.18.31,2025-11-26 01:33:00,,,1.18.31
b9dc69d2-7feb-4613-a764-e1b8de8473d0,Andrew Stanton,https://play-lh.googleusercontent.com/a-/ALV-UjVtgYzMyT2KwoCSOrlXClj3ODun5FRk1EZurYarNOEvsJ30vjCqrw,Doesn't work with Premium plans. I couldn't see the plan I was looking for in the main view and then found it via a task list where I had to open it in a browser. Hardly a reward for anyone who does throw money at Microsoft.,2,3,1.18.28,2025-11-20 02:42:49,,,1.18.28
0a113901-5356-4bf8-9508-404db8c8412c,DR RAJEEV RANJAN MS,https://play-lh.googleusercontent.com/a-/ALV-UjWG9mCawo8EcYZVbiodJcGLwQtbMQ86riO_xUKCH9pIcVrDL1kC0A,Good,4,0,1.18.28,2025-11-18 07:22:47,,,1.18.28
0b5b8408-011e-497f-b5b4-7a3cfbb116ba,Arunima Shandilya,https://play-lh.googleusercontent.com/a-/ALV-UjXbGQuhcbNiUtwJsmljK4X2F5uq7SwClAWsfofx9o9dkvn09aHN,such easy to use and seamlessly integrates,5,1,1.18.31,2025-11-15 13:04:18,,,1.18.31
4d2e4da7-885f-4409-aae4-2fa10fbffcc8,Curtis Gautschi,https://play-lh.googleusercontent.com/a/ACg8ocI3PxlCFoiwJxjEPgVZSAKp1gWuXiRgMWrCimkd0FWhJhpcgA=mo,"While not a complete project planning app, it is very useful and can fit nicely into your Microsoft productivity ecosystem.",5,1,1.18.31,2025-11-09 04:22:20,,,1.18.31
40e89bb1-14a6-47d9-a5b8-2ed12168a1de,Travis Roberts,https://play-lh.googleusercontent.com/a-/ALV-UjVCejNpqj4UTu_B_64wu0eEAOfP-QLgYXiKvPAhQddj3UZg1glpVg,Great for on the go collaboration,5,0,1.18.31,2025-11-08 07:38:45,,,1.18.31
49f6e088-dcbd-4aa0-ab23-7eb022deed01,a m,https://play-lh.googleusercontent.com/a-/ALV-UjXw2AuCyYxiB9Ravhw8PiQLjGmebG5wzsQ4muztsH6EtDxstTOm,constant problems of moving with too little testing and missing some important features that trello has on free tier. but its free when you have m365 so... slowly it will be standard. also backup and restore is missing.,2,8,1.18.31,2025-11-07 14:44:29,,,1.18.31
618c6ec0-3177-4ccf-960d-da038fcd4014,Lee Neighoff,https://play-lh.googleusercontent.com/a-/ALV-UjWa11M2CEc6U3yS2PC5YEq_7XHvgNCL0aTRFdPpagD4kripFtXtuw,Really should be a part of M365 consumer subscriptions,1,0,,2025-11-05 01:29:53,,,
c3fb1b15-808b-405c-bcbd-78f6e0e490b4,Muhammad Syakirin,https://play-lh.googleusercontent.com/a-/ALV-UjUDwQb0_JA8CSWC2733edzYUo5EqTGXvvaKN_4oOK6KquNJpmYD,"so useful for my university task, remarks, hope they can make an apocalypse notification for phone, especially when it's close to the due date 😂",5,5,1.18.31,2025-11-01 19:31:12,,,1.18.31
9955ece0-6642-440a-9718-0edc70905cac,Mark Anthony Villazorda Sr.,https://play-lh.googleusercontent.com/a-/ALV-UjWAWc5--MD6XfmJemSCUSdcUufd0dnTxW5ipFyKsOpKKxvqaGc1sQ,"Needs to be upgraded. More options and new features, integrating it with Ai is much cooler..",3,2,1.18.31,2025-10-31 16:00:01,,,1.18.31
649c4e9d-487c-4a9e-a8fd-d55893a69e09,Mohamad Ahmad,https://play-lh.googleusercontent.com/a-/ALV-UjVxViJcZKPbUUAybNnK0ZFT1uSOFGlNWpxEvlV6dkj39ZkK8ro9,great,5,0,1.18.31,2025-10-30 19:49:04,,,1.18.31
bafa2f21-f2e2-46f2-af50-d46cdc3c2c9c,Palek Kong,https://play-lh.googleusercontent.com/a-/ALV-UjUzGo0GMGWwPy-OybxEMlA1JE8OWhkdMq7GVufd2QQTP43XTPVV,very good and easy to use,5,0,,2025-10-28 19:27:20,,,
ef56e112-1fe9-4108-afd6-df0c66aed066,Samuel Larsen,https://play-lh.googleusercontent.com/a/ACg8ocJuHqP3MKwo19Gtat0C0c3cUZ4zdtxmRwUQ2maizQ7GChGLsw=mo,easy to use on the road,5,1,1.18.31,2025-10-22 17:51:04,,,1.18.31
76f69aeb-d139-4033-92e1-12b170e3c208,Ben,https://play-lh.googleusercontent.com/a/ACg8ocIyl9Nv-a5R0njkiEi92jWHizZ7h5Jmp7ZXsFJdjTVum9E7DA=mo,Great tool. I wish I could attach outlook emails to specific tasks with the android app.,4,1,1.18.31,2025-10-14 10:50:06,,,1.18.31
6b05cf5c-ddcd-4f61-878e-092d99eded3f,Praveen Kumar,https://play-lh.googleusercontent.com/a-/ALV-UjUjhVKkmpT-RS4uJCm_fsdbEWEsUtJnpYHDGpyQU5d0MlVRQQQB,very good app. easily plan your work a d assign the responsibility to colleagues. One feature is required to restrict the task editing by everyone. Also daily reminder of the work assigned of coming week or coming month.,4,17,1.18.31,2025-10-13 23:55:59,,,1.18.31
76dc83d8-04c2-4ed6-b075-7203acc1894a,javed chaudhari,https://play-lh.googleusercontent.com/a-/ALV-UjVIrFYgF8A_3h9eyuCn1kUR777OYrCuPnJJFv_gURR0Hn_uGZQv,"very handy, and very helpful to plan and remind the tasks to be done. it really helps to complete the work within the timeline. also the feature of assigning the task to the respective person will be really very helpful. enjoying my work because of the support I received from this app.",5,15,1.18.31,2025-10-11 08:52:39,,,1.18.31
406da991-21b4-4fa9-8898-b72b31312c48,Kristoffer Tjærnås,https://play-lh.googleusercontent.com/a/ACg8ocKAbZ_24xrpE4gFV9RJByMEDGXpauvG10tQp9wSD9-ekdvKCw=mo,"Great app for managing personal tasks or small team. Some features are premium, but I guess it's understandable when MS Project is retired. Editor and adding screenshots etc could be improved.",5,1,1.18.28,2025-10-09 22:18:54,,,1.18.28
9c259f95-811c-4e2e-a100-6cf720fb0600,Andrew Cairns,https://play-lh.googleusercontent.com/a-/ALV-UjVPn68DrcYFsHXDFbF9bL3i6XUUX0jR0CBnfyQI6F175VaGE9k,I use this planner every day as part of my workflow. it integrates with outlook and the microsoft to do list exceptionally well. it's a great place to create checklists and notes to track your projects. it is flexible enough that you can work the way you want to and simple enough.That it has low overhead.,5,12,1.18.28,2025-10-08 20:50:34,,,1.18.28
5d99a8e1-b4dd-403e-89a7-c33ef316c324,meng,https://play-lh.googleusercontent.com/a-/ALV-UjVJVNZDN9K0camKP2StyaKo1tKqPspT-U-DvyeTpd7Ka6vCEAd6gQ,Quite effective for managing multiple tasks within a team,5,0,1.18.28,2025-10-08 12:48:01,,,1.18.28
030d2735-8c26-42be-b8cc-3ee141ddd49a,Jenny Chan,https://play-lh.googleusercontent.com/a-/ALV-UjVLemmEWMZe3KhOoA0foqP3p2iEEujZ8E0jRsnDZmHX3R-yR0bN,constantly glitching while I was trying to login,1,0,1.18.28,2025-10-06 16:51:35,,,1.18.28
40d9eb0b-c8cc-45b8-8e43-0aa9c195de20,Shiv Viswanathan,https://play-lh.googleusercontent.com/a-/ALV-UjUGaxKQ36Bc55IKILiv4w-ZtX45p84BUE3BPr46y_-jbMf56LRiOQ,I used planner for work and found it convenient for management small to medium projects. When I wanted to use it for my family projects too that I found out that Planner is not available for Office 365 family accounts because Microsoft doesn't think families need any planning.,1,1,,2025-10-03 11:20:13,,,
0f835ace-d355-43fe-bb7f-9a3f402d526f,Emily Hanson,https://play-lh.googleusercontent.com/a-/ALV-UjWsABBvHi3vn2RRdPnm8juRKV1mFZUMXdOFhU00X8RKScwsroop,"I have been using this app for years. I love that it syncs with Todo and Outlook. it is the perfect way to keep everything in one place. Update: Still use every day. I made it widget, and now it's super easy to see what needs to be done assigned to me daily. I even put my kids' chores as a planner and have it on repeat for ease.",5,10,1.18.28,2025-10-02 19:02:57,,,1.18.28
ee53a98e-5e5a-4e6c-b4e6-e0d623310853,Matthew P,https://play-lh.googleusercontent.com/a-/ALV-UjXT5c6IhqXJNJdHGdogUXGx2-A55jDhLLYXyRFQrrtmw4_A6BI,why do i need an office 365 account for a planner?,1,1,,2025-10-02 08:20:38,,,
8031fb6f-399e-405c-82cd-eb6392309f69,Peter Hart,https://play-lh.googleusercontent.com/a-/ALV-UjXdKkvzt6J5qPF5amTAE3zQ1dSOQ0LVMI_4IhZu6jm0F_Wm2rwq1Q,app wont launch after update,1,0,1.18.28,2025-10-01 13:30:44,,,1.18.28
d5875bb4-bd07-463e-b0cc-6ea6c04d3660,P F,https://play-lh.googleusercontent.com/a/ACg8ocKsOn-3pkHCFfClNiaFzVfnpG7n5qY2jEc1SPReuUOIeZQ1NqKp=mo,"Absolutely horrible! You cannot sort any tasks. Can't sort by start date, due date, or anything in-between. What kind of planner doesn't let you sort? Sorting is the entire purpose of a planner! I'm dumbfounded how this app ever made it past the first stage of development nevermind being released for use to the masses. You clearly don't know how to plan! You can't send notifications to start tasks. The only notification sent is a day before a task is due. So useless! I would terminate you all!",1,29,1.18.28,2025-09-29 07:28:06,,,1.18.28
e03c2ff6-d244-443f-ab2a-3283d9859060,Tomislav Horvat,https://play-lh.googleusercontent.com/a/ACg8ocI2ZVSNJv8yQZ_LJlnz9noSy7eNS_4aWuv_QYNeDrnFqhzgPw=mo,How are Microsoft apps getting worse every damn year. Can't even use the app because the session has expired all the time.,1,1,1.18.28,2025-09-24 19:41:49,,,1.18.28
c7156f45-1b8f-4cc0-aeee-697ebf12d60a,Jeremy Forsythe,https://play-lh.googleusercontent.com/a-/ALV-UjUxH1tLF8LjJXSECPR3vykgXeLe8ud1rnUXwEmEulvJH4yUF7r-,You can't open premium plans in the app. It's useless for paying customers and only works for free plans. Explain that to me.,1,3,1.18.28,2025-09-23 22:06:46,,,1.18.28
69b02194-9f9d-46b1-8b24-be0254dc9c37,A Zainuri,https://play-lh.googleusercontent.com/a-/ALV-UjVCDDzVuxuSPj5e1g_qQBLDTS1La3R0bHnwt9ftvzlTQQyOzQ0D,I really like this app. Suggestions to add reminder or alarm features. Good job !,5,2,1.18.28,2025-09-22 12:14:09,,,1.18.28
79421663-cf56-4161-8594-99411d28803a,Cainz Juss,https://play-lh.googleusercontent.com/a/ACg8ocKTZR4NVS9muMgYEF5vGzjbDsKbNNXqwgB1zm3bw6XXGb8dNw=mo,Does not allow editing of task descriptions,5,0,1.18.28,2025-09-18 18:55:00,,,1.18.28
10ded7ca-2cd8-4297-97e3-6e4af0824cc4,Patrick Berry,https://play-lh.googleusercontent.com/a-/ALV-UjWcePg62N1eMBO4r0v0B6IWjmuorCcPha2yY3SBsua29h354JBD,Useless. Cannot see premium plans.,1,0,1.18.28,2025-09-13 17:54:52,,,1.18.28
50a30ff1-eef6-47fd-97fb-b6437bffe1f4,Abdallah Tarek,https://play-lh.googleusercontent.com/a-/ALV-UjWpoTV8vzfIVmWT24iukTShi46tD4eSzN8j85VKxIjVYBAitEm6,Alawys Application not responding,1,0,1.18.28,2025-09-10 09:57:01,,,1.18.28
406a91a8-f054-4811-8df2-101bfd891b63,Ilavarasan,https://play-lh.googleusercontent.com/a-/ALV-UjX02qUCEDt6ZUhHMIwBJ6FW1xGw8kXj5LD_4b9XBKnql5NN635Vfw,Very good. But need more options like connecting to the calendar.,4,0,1.18.28,2025-09-08 22:27:52,,,1.18.28
c1c61537-e08f-47f6-ae0b-9b3da7fa5016,Goran Denk,https://play-lh.googleusercontent.com/a/ACg8ocKgvHjSJbLFGbj8VkrGUhWFDvoeiYMTE6PX359bXBvJ7KjuOw=mo,"Great App, I'd like to be able to archive and transfer entire plans and buckets not just taks. It would be useful in corporate environment.",4,5,1.18.26,2025-09-05 20:29:32,,,1.18.26
2f4c456b-1260-4a28-b790-e64f150dc1d2,NIyi Adesanya,https://play-lh.googleusercontent.com/a-/ALV-UjW9NI1bPbPXZyBnx99sRNmDkIq8Y1p9K0fslFj4hvwtckbCZxM,Excellent 👍,5,0,1.18.28,2025-08-31 04:19:34,,,1.18.28
b2f8b79c-54da-4e4c-8a1d-61447493c018,For Google Calendar,https://play-lh.googleusercontent.com/a/ACg8ocLcpVIGGDaS0paGoAjUnUljCNQxX8_wGyvu6qd7yOCE79CvNbi-=mo,"Yet another bloated app; But in stead of the apk just taking up more space than is probably necessary like Edge, Outlook, or OneDrive, this doesn't even load past the first login screen at all.",1,4,1.18.28,2025-08-27 20:44:53,,,1.18.28
32436694-c32f-4575-9ad1-e5ee64762ace,Matt E,https://play-lh.googleusercontent.com/a-/ALV-UjUGUUznQKtFbmKH-LVTr6ITujk6Z6za4fzgvAZdlNzdD2_uEZSx,"This app needs major updates. 1. Dosn't work with Premium Plans 2. Only supports one account (unlike every other office app which allow for switching between multiple accounts) 3. Many fields cant be viewed or editied through this app. Since I can already see Tasks in Outlook, and this app doesn't support many basic plan management features or any premium/advanced features, I dont think it even makes sense having it installed. Other project management apps are far superior. (Even free)",1,13,1.18.28,2025-08-27 00:55:58,,,1.18.28
f02d1408-8347-47e2-8b35-d71d5aeb4f40,Monica McCloud,https://play-lh.googleusercontent.com/a-/ALV-UjVgXn6xqxKfHvHiiXNqszoAcpRnQZ29z9sUHeAncq7Z8CMOzLssmA,Great app for organization and creating checklists!,5,0,,2025-08-26 00:04:34,,,
e9594766-ecd6-477a-a194-c4c0add4b764,Abdulrahman Al Kharafi,https://play-lh.googleusercontent.com/a/ACg8ocLdRl5yQlmZ01lbwCxKwFf1X66L-x2VaUqRar645agenT2sHQ=mo,Great app,5,0,1.18.28,2025-08-23 19:50:28,,,1.18.28
c538e8ef-5829-41de-8900-8041d0b06506,Tarun Wadhwa,https://play-lh.googleusercontent.com/a-/ALV-UjWgRqBXmpa9PZLokaDoaGAvpstOzm_yW3iIUrWVT0PHum3WsF5f,very good and easy to use,5,0,1.18.28,2025-08-20 05:18:09,,,1.18.28
786fda5d-c851-406c-bfd3-5a440186adc2,Carl M,https://play-lh.googleusercontent.com/a-/ALV-UjU5-VKqxbajMparZTTcKkaIMEyfSgUWqhWK1r3gWhwNdZBmE6uTvg,"Very disappointing. it's like an early Dev build or something. It's missing swathes of features from its web counterpart. You can do almost nothing, especially if you create your plans on the web version using premium because they won't even show up on this app.",1,5,1.18.28,2025-08-18 23:50:50,,,1.18.28
caf0411b-0a18-4f52-b1f9-dfc240482acc,Dustin Hall,https://play-lh.googleusercontent.com/a-/ALV-UjXlNpdxAif4nesZ0WJMfgFFbtvecu_AVb5fS1kjK2IXkW6B4HqN,great app does wonders for work and keeps everything In it's place,5,0,1.18.28,2025-08-15 03:30:43,,,1.18.28
62769530-0042-4cef-a4d5-7047d3972043,Dustin Petersen,https://play-lh.googleusercontent.com/a-/ALV-UjWQUxmxS2EEV85CzlemcAsGLrTV48FTWw9R3zKaroqF1uU4MJmr,"Major pain, app signs you out, no setting to remain signed in or to add biometric, fingerprint log in. Much better interface though in Planner app vs accessing it through Teams.",2,4,1.18.28,2025-08-14 01:42:05,,,1.18.28
084ef2f5-5859-421d-bca5-09df5750a2f0,Sithum Sanjaya (Thadi),https://play-lh.googleusercontent.com/a-/ALV-UjXaWhex3khRFfc1zGP3mB7suYwP_j2ypKonnW5osZqd1RVQDt7AcA,"This app provides well optimised management features for work, projects and even personal things. Also, there are some collaborative work features too.",5,1,1.18.28,2025-08-04 09:41:28,,,1.18.28
8ec9fb54-270d-405d-9af6-be7ca766dcc6,Mahar Asif444,https://play-lh.googleusercontent.com/a-/ALV-UjU7uu6ehZ4k4C-ZOKNcomUqFcXUW4Al9lHF_b1njvpTxaOdHJ9Z,exilante,5,0,1.18.26,2025-08-02 22:17:29,,,1.18.26
9d7545c4-e5c3-4b23-ae1a-5bd2594c9bfa,Tom Vidler,https://play-lh.googleusercontent.com/a-/ALV-UjUC2t9Oph9an2nOV8bi4-KuOxi7mxBSLDiOH_kx_C9MlJSS7s0,not updated for the upcoming redundancy of project online,1,0,,2025-07-29 17:14:07,,,
cd1860bb-c037-4696-9532-de714bf9884f,Michael Slater-Lunsford,https://play-lh.googleusercontent.com/a/ACg8ocJPziExme2mXFv4DpVWXE0F8_OIw1ee8jiZS8MsT17ZrDILG5o=mo,Missing a lot of plans I made in desktop. Someone told me this is because my plans are created using my premium license... So I guess the logic goes like this: use standard and you can use the app. Pay extra for premium? Then we'll take away mobile! What a genius marketing strategy.,1,11,1.18.28,2025-07-23 09:42:21,,,1.18.28
526ad138-3418-4ca3-943a-5695c4248512,Samuel Xaki,https://play-lh.googleusercontent.com/a-/ALV-UjVSJWhvGubYHG9Kb-vL0NkFN7Tur39hB3kdsDSXircbsRY2FQG9zg,I am enjoying the app. I just wish Access Control could be improved to limit project team members to their allocated activities.,4,3,1.18.26,2025-07-18 12:58:27,,,1.18.26
e7c924b8-ebea-4eec-af4c-deccdadb7ce0,Maverick Nienaber,https://play-lh.googleusercontent.com/a-/ALV-UjVLGLXQL9YqPQiiO7YQHcB-FkelRkVY7qEwNwhFRQtUOofd_s8x,"If you can improve the offline accessibility to add photos to plans even in weak signal areas, that will be awesome!",4,1,1.18.28,2025-07-18 12:50:15,,,1.18.28
f3b9a062-93c3-4450-922e-190c5c115cc2,P Chris T,https://play-lh.googleusercontent.com/a/ACg8ocKlX8ZbgYf3VOeC1UU_8ryjsBKW8xnbuosLXotLSBiRaTKNEA=mo,Could not connect to gcc. Does not appear to work at all with a government tenant.,1,0,,2025-07-16 19:53:06,,,
a448ecf1-7e50-4c3f-b740-4d7a866fb018,Emily Hanson,https://play-lh.googleusercontent.com/a-/ALV-UjWsABBvHi3vn2RRdPnm8juRKV1mFZUMXdOFhU00X8RKScwsroop,Love!!! I use this every day. I love the assigned to me feature that connects to my outlook calendar! . .,5,8,1.18.28,2025-07-16 03:41:45,,,1.18.28
