reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,review_length
8e90371f-8e53-4cda-be8e-d35bf3be3f98,Stephen Mcmanus,https://play-lh.googleusercontent.com/a-/ALV-UjUU5x6mBk-AUGT3fOxcRQ2tavR24yh5FLkHtTG-HajjGDHGPEX7qQ,love,5,0,1.18.33,1/28/2026 2:06,,,1.18.33,7
f7161969-d123-4fc9-8de6-66726a5dfef0,Jeremy Voisey,https://play-lh.googleusercontent.com/a-/ALV-UjWf--Ep4kcV1QITEWoHnKSn0Uax2wnl9UzGs7952Qb3_8QDXkKW,cant see private tasks,2,0,,1/26/2026 21:04,,,,25
003dae70-c9d1-467c-b052-2f1d80195801,Cary Schwartzman,https://play-lh.googleusercontent.com/a-/ALV-UjXwHxTXBUQaWsNAl5zqYdhS4Aqv8BHcJ-TQ1hMLyWPZYo9RWL1YXQ,seriously list view,2,2,1.18.33,1/24/2026 2:20,,,1.18.33,25
da022757-f666-4be7-95cd-24353c8e5f61,Constantin,https://play-lh.googleusercontent.com/a/ACg8ocLc6qGCLos5YRRi3J8nPwHhy4tujMbuXg_UGQ5BW6mriWY3C0Pp=mo,simple use work private well,5,4,1.18.33,1/18/2026 15:01,,,1.18.33,44
5b4b72fe-f1ed-407c-a58e-ef9c79282a6a,Pavel Belski,https://play-lh.googleusercontent.com/a-/ALV-UjVmmdHGtmNEu0lJQq1ichn97cStbNODlIma1Wyx_GJ4b3SK_SRtcQ,useless android desktop version less mobile android version useless,2,2,0617f671,1/18/2026 3:11,,,0617f671,85
7dd1b518-2863-458e-819d-9be599021d21,Nick Lockard,https://play-lh.googleusercontent.com/a-/ALV-UjW189y-KDn7mjabVxK6RScuy7ap8NO0SK-nLr2fCRb1_eF7XdS2,doesnt integrate copilot365 graph yet cant semi automate logistics yet,3,0,1.18.33,1/15/2026 5:19,,,1.18.33,80
f53e084a-c34b-42d1-bd63-9cfd54a4a665,Sébastien,https://play-lh.googleusercontent.com/a-/ALV-UjWiB5jxUl-yQOOtYz53CMVTFl8qnwxyjrTcoSqaFofjICNO0qAO,ux horrid ui dated many crucial features unavailable android cant even create plan planner doesnt allow create task app made use web version order feature enabled know free open source devs working alone make wonderful functional apps company large microsoft cant even useful app,1,11,1.18.31,1/9/2026 14:16,,,1.18.31,414
62250660-b0d1-4a63-b095-1b82ee4ef335,Young Le,https://play-lh.googleusercontent.com/a-/ALV-UjUB22B42S_tCcqs5v0U3BveJx2lVmLtFHvj6kCFFXUC5RZ25pw,latest update kill link text displayed full url instead would great synced outlook calendar great tracking jobs,1,4,0617f671,1/9/2026 7:37,,,0617f671,152
5be072cd-0abe-4da0-a2e6-7af5d2a0ff1b,Ramnath Bandi,https://play-lh.googleusercontent.com/a-/ALV-UjVORzeHwDiRhCW7AKiVmArl-Xjp-cpn9VzClYQDc3cPoAW1O7bFXw,app interface needs match cloud version,4,1,1.18.31,1/8/2026 9:31,,,1.18.31,47
b2963c2a-0d0d-4339-973e-98cab652d01d,Moshe H,https://play-lh.googleusercontent.com/a/ACg8ocITXA_X6KtkP_VwGRRQE7T58q2ldMSIGVsLe5oITQ16R46XGA=mo,experience almost microsoft products android barely works next useless work latest issue plans even show list,1,4,1.18.31,1/8/2026 0:01,,,1.18.31,184
e2eb06e3-70bc-497e-82b7-26532410476b,Joe Guzy (Climate Air),https://play-lh.googleusercontent.com/a/ACg8ocLc6l5zxA4MtF2v7fNm_ZJPJDFxBamioEamFlzSPOj7U9UqRw=mo,would rate app 5 stars downfall app cant upload photos wifi cellular signal reach losing lots time photos uploaded physically planner app,3,3,1.18.31,1/7/2026 10:17,,,1.18.31,220
26affc88-29bf-4969-b1da-43e2214ac5e4,Attiq Rehman,https://play-lh.googleusercontent.com/a/ACg8ocJ5Y7z6upSYk3_o12qqed8Ev5vYi8LTvwF5k62E7s-4xOj4oA=mo,excellent,5,0,1.18.31,1/6/2026 21:53,,,1.18.31,9
ac581c3e-d9f8-4d6e-abb5-7910b52dc67f,M. Perek,https://play-lh.googleusercontent.com/a-/ALV-UjUxvAmjPgdFTb6MRtF2UssZme6mb3MkawuD2V5i27GixsKSr4LO,clearly ready market,1,1,1.18.31,1/2/2026 11:05,,,1.18.31,28
33201d73-3ee4-4ec8-924b-59525c7d136d,Abdulgader Algibani,https://play-lh.googleusercontent.com/a-/ALV-UjVPW3eWm-GcUx0hE10QD1mHeK-NRqzwargN9Ic7W5k4turS80ej,developed list great job,5,0,1.18.31,12/29/2025 22:05,,,1.18.31,31
cdb57f6d-f440-4911-b585-7238a36592e3,Farshad Rahmani,https://play-lh.googleusercontent.com/a/ACg8ocJunMsRmZuipf_hezdlOqGkGkpCKt0v2Eg822pxTwisLybGsw=mo,didnt let sign,1,0,1.18.31,12/25/2025 19:22,,,1.18.31,24
42cf0498-be7e-49ab-aa9c-367f27013d77,David Lindgårde,https://play-lh.googleusercontent.com/a/ACg8ocLXiOLGu7eRL5I_ZsVYhPai5hsev7pz-eQ52TjrxrrfZqkbbIg=mo,simply great saves many emails keep progress easier ever,5,1,1.18.31,12/16/2025 22:32,,,1.18.31,70
95cccb79-20c2-45aa-af45-dda24e17e5a0,Joel Ratuita,https://play-lh.googleusercontent.com/a-/ALV-UjXM5TalluwgZVkXSUWBeFUQM6Fs85uU4HxkwB39RFMouRUZ_xK9,good planner request flexible,4,0,1.18.31,12/4/2025 8:10,,,1.18.31,41
afb5833a-0255-4725-80b8-77e5864e4312,rajesh Bhati,https://play-lh.googleusercontent.com/a/ACg8ocJAuqYvoVJ_KjfZGt73ZyYBTa36rdzEVI3sZKvFjWF86-Wj5w=mo,nice business booster,5,1,1.18.31,11/28/2025 14:42,,,1.18.31,30
a0102cba-ea64-46fd-aca7-196af5e85cb3,சரவண குமார் சேனல் ராமகிருஷ்ணன்,https://play-lh.googleusercontent.com/a-/ALV-UjWZTd1HdlUdcFZ0CG1vCV5wrIwDz0iFRihP0mWY9jiMDd3o4ouuRg,seamless effective non intrusive intuitive keep imrove better best ago compete previous best competition beat somebody beat,5,0,1.18.31,11/26/2025 1:33,,,1.18.31,221
b9dc69d2-7feb-4613-a764-e1b8de8473d0,Andrew Stanton,https://play-lh.googleusercontent.com/a-/ALV-UjVtgYzMyT2KwoCSOrlXClj3ODun5FRk1EZurYarNOEvsJ30vjCqrw,doesnt work premium plans couldnt see plan looking main view found via task list open browser hardly reward anyone throw money microsoft,2,3,1.18.28,11/20/2025 2:42,,,1.18.28,224
0a113901-5356-4bf8-9508-404db8c8412c,DR RAJEEV RANJAN MS,https://play-lh.googleusercontent.com/a-/ALV-UjWG9mCawo8EcYZVbiodJcGLwQtbMQ86riO_xUKCH9pIcVrDL1kC0A,good,4,0,1.18.28,11/18/2025 7:22,,,1.18.28,4
0b5b8408-011e-497f-b5b4-7a3cfbb116ba,Arunima Shandilya,https://play-lh.googleusercontent.com/a-/ALV-UjXbGQuhcbNiUtwJsmljK4X2F5uq7SwClAWsfofx9o9dkvn09aHN,easy use seamlessly integrates,5,1,1.18.31,11/15/2025 13:04,,,1.18.31,42
4d2e4da7-885f-4409-aae4-2fa10fbffcc8,Curtis Gautschi,https://play-lh.googleusercontent.com/a/ACg8ocI3PxlCFoiwJxjEPgVZSAKp1gWuXiRgMWrCimkd0FWhJhpcgA=mo,complete project planning app useful fit nicely microsoft productivity ecosystem,5,1,1.18.31,11/9/2025 4:22,,,1.18.31,123
40e89bb1-14a6-47d9-a5b8-2ed12168a1de,Travis Roberts,https://play-lh.googleusercontent.com/a-/ALV-UjVCejNpqj4UTu_B_64wu0eEAOfP-QLgYXiKvPAhQddj3UZg1glpVg,great go collaboration,5,0,1.18.31,11/8/2025 7:38,,,1.18.31,33
49f6e088-dcbd-4aa0-ab23-7eb022deed01,a m,https://play-lh.googleusercontent.com/a-/ALV-UjXw2AuCyYxiB9Ravhw8PiQLjGmebG5wzsQ4muztsH6EtDxstTOm,constant problems moving little testing missing important features trello free tier free m365 slowly standard also backup restore missing,2,8,1.18.31,11/7/2025 14:44,,,1.18.31,219
618c6ec0-3177-4ccf-960d-da038fcd4014,Lee Neighoff,https://play-lh.googleusercontent.com/a-/ALV-UjWa11M2CEc6U3yS2PC5YEq_7XHvgNCL0aTRFdPpagD4kripFtXtuw,really part m365 consumer subscriptions,1,0,,11/5/2025 1:29,,,,54
c3fb1b15-808b-405c-bcbd-78f6e0e490b4,Muhammad Syakirin,https://play-lh.googleusercontent.com/a-/ALV-UjUDwQb0_JA8CSWC2733edzYUo5EqTGXvvaKN_4oOK6KquNJpmYD,useful university task remarks hope make apocalypse notification phone especially close due date,5,5,1.18.31,11/1/2025 19:31,,,1.18.31,144
9955ece0-6642-440a-9718-0edc70905cac,Mark Anthony Villazorda Sr.,https://play-lh.googleusercontent.com/a-/ALV-UjWAWc5--MD6XfmJemSCUSdcUufd0dnTxW5ipFyKsOpKKxvqaGc1sQ,needs upgraded options new features integrating ai much cooler,3,2,1.18.31,10/31/2025 16:00,,,1.18.31,92
649c4e9d-487c-4a9e-a8fd-d55893a69e09,Mohamad Ahmad,https://play-lh.googleusercontent.com/a-/ALV-UjVxViJcZKPbUUAybNnK0ZFT1uSOFGlNWpxEvlV6dkj39ZkK8ro9,great,5,0,1.18.31,10/30/2025 19:49,,,1.18.31,5
bafa2f21-f2e2-46f2-af50-d46cdc3c2c9c,Palek Kong,https://play-lh.googleusercontent.com/a-/ALV-UjUzGo0GMGWwPy-OybxEMlA1JE8OWhkdMq7GVufd2QQTP43XTPVV,good easy use,5,0,,10/28/2025 19:27,,,,25
ef56e112-1fe9-4108-afd6-df0c66aed066,Samuel Larsen,https://play-lh.googleusercontent.com/a/ACg8ocJuHqP3MKwo19Gtat0C0c3cUZ4zdtxmRwUQ2maizQ7GChGLsw=mo,easy use road,5,1,1.18.31,10/22/2025 17:51,,,1.18.31,23
76f69aeb-d139-4033-92e1-12b170e3c208,Ben,https://play-lh.googleusercontent.com/a/ACg8ocIyl9Nv-a5R0njkiEi92jWHizZ7h5Jmp7ZXsFJdjTVum9E7DA=mo,great tool wish could attach outlook emails specific tasks android app,4,1,1.18.31,10/14/2025 10:50,,,1.18.31,88
6b05cf5c-ddcd-4f61-878e-092d99eded3f,Praveen Kumar,https://play-lh.googleusercontent.com/a-/ALV-UjUjhVKkmpT-RS4uJCm_fsdbEWEsUtJnpYHDGpyQU5d0MlVRQQQB,good app easily plan work assign responsibility colleagues one feature required restrict task editing everyone also daily reminder work assigned coming week coming month,4,17,1.18.31,10/13/2025 23:55,,,1.18.31,220
76dc83d8-04c2-4ed6-b075-7203acc1894a,javed chaudhari,https://play-lh.googleusercontent.com/a-/ALV-UjVIrFYgF8A_3h9eyuCn1kUR777OYrCuPnJJFv_gURR0Hn_uGZQv,handy helpful plan remind tasks done really helps complete work within timeline also feature assigning task respective person really helpful enjoying work support received app,5,15,1.18.31,10/11/2025 8:52,,,1.18.31,286
406da991-21b4-4fa9-8898-b72b31312c48,Kristoffer Tjærnås,https://play-lh.googleusercontent.com/a/ACg8ocKAbZ_24xrpE4gFV9RJByMEDGXpauvG10tQp9wSD9-ekdvKCw=mo,great app managing personal tasks small team features premium guess understandable ms project retired editor adding screenshots etc could improved,5,1,1.18.28,10/9/2025 22:18,,,1.18.28,192
9c259f95-811c-4e2e-a100-6cf720fb0600,Andrew Cairns,https://play-lh.googleusercontent.com/a-/ALV-UjVPn68DrcYFsHXDFbF9bL3i6XUUX0jR0CBnfyQI6F175VaGE9k,use planner every day part workflow integrates outlook microsoft list exceptionally well great place create checklists notes track projects flexible enough work way want simple enoughthat low overhead,5,12,1.18.28,10/8/2025 20:50,,,1.18.28,306
5d99a8e1-b4dd-403e-89a7-c33ef316c324,meng,https://play-lh.googleusercontent.com/a-/ALV-UjVJVNZDN9K0camKP2StyaKo1tKqPspT-U-DvyeTpd7Ka6vCEAd6gQ,quite effective managing multiple tasks within team,5,0,1.18.28,10/8/2025 12:48,,,1.18.28,57
030d2735-8c26-42be-b8cc-3ee141ddd49a,Jenny Chan,https://play-lh.googleusercontent.com/a-/ALV-UjVLemmEWMZe3KhOoA0foqP3p2iEEujZ8E0jRsnDZmHX3R-yR0bN,constantly glitching trying login,1,0,1.18.28,10/6/2025 16:51,,,1.18.28,48
40d9eb0b-c8cc-45b8-8e43-0aa9c195de20,Shiv Viswanathan,https://play-lh.googleusercontent.com/a-/ALV-UjUGaxKQ36Bc55IKILiv4w-ZtX45p84BUE3BPr46y_-jbMf56LRiOQ,used planner work found convenient management small medium projects wanted use family projects found planner available office 365 family accounts microsoft doesnt think families need planning,1,1,,10/3/2025 11:20,,,,277
0f835ace-d355-43fe-bb7f-9a3f402d526f,Emily Hanson,https://play-lh.googleusercontent.com/a-/ALV-UjWsABBvHi3vn2RRdPnm8juRKV1mFZUMXdOFhU00X8RKScwsroop,using app years love syncs todo outlook perfect way keep everything one place update still use every day made widget super easy see needs done assigned daily even put kids chores planner repeat ease,5,10,1.18.28,10/2/2025 19:02,,,1.18.28,330
ee53a98e-5e5a-4e6c-b4e6-e0d623310853,Matthew P,https://play-lh.googleusercontent.com/a-/ALV-UjXT5c6IhqXJNJdHGdogUXGx2-A55jDhLLYXyRFQrrtmw4_A6BI,need office 365 account planner,1,1,,10/2/2025 8:20,,,,50
8031fb6f-399e-405c-82cd-eb6392309f69,Peter Hart,https://play-lh.googleusercontent.com/a-/ALV-UjXdKkvzt6J5qPF5amTAE3zQ1dSOQ0LVMI_4IhZu6jm0F_Wm2rwq1Q,app wont launch update,1,0,1.18.28,10/1/2025 13:30,,,1.18.28,28
d5875bb4-bd07-463e-b0cc-6ea6c04d3660,P F,https://play-lh.googleusercontent.com/a/ACg8ocKsOn-3pkHCFfClNiaFzVfnpG7n5qY2jEc1SPReuUOIeZQ1NqKp=mo,absolutely horrible cannot sort tasks cant sort start date due date anything inbetween kind planner doesnt let sort sorting entire purpose planner im dumbfounded app ever made past first stage development nevermind released use masses clearly dont know plan cant send notifications start tasks notification sent day task due useless would terminate,1,29,1.18.28,9/29/2025 7:28,,,1.18.28,498
e03c2ff6-d244-443f-ab2a-3283d9859060,Tomislav Horvat,https://play-lh.googleusercontent.com/a/ACg8ocI2ZVSNJv8yQZ_LJlnz9noSy7eNS_4aWuv_QYNeDrnFqhzgPw=mo,microsoft apps getting worse every damn year cant even use app session expired time,1,1,1.18.28,9/24/2025 19:41,,,1.18.28,122
c7156f45-1b8f-4cc0-aeee-697ebf12d60a,Jeremy Forsythe,https://play-lh.googleusercontent.com/a-/ALV-UjUxH1tLF8LjJXSECPR3vykgXeLe8ud1rnUXwEmEulvJH4yUF7r-,cant open premium plans app useless paying customers works free plans explain,1,3,1.18.28,9/23/2025 22:06,,,1.18.28,125
69b02194-9f9d-46b1-8b24-be0254dc9c37,A Zainuri,https://play-lh.googleusercontent.com/a-/ALV-UjVCDDzVuxuSPj5e1g_qQBLDTS1La3R0bHnwt9ftvzlTQQyOzQ0D,really like app suggestions add reminder alarm features good job,5,2,1.18.28,9/22/2025 12:14,,,1.18.28,81
79421663-cf56-4161-8594-99411d28803a,Cainz Juss,https://play-lh.googleusercontent.com/a/ACg8ocKTZR4NVS9muMgYEF5vGzjbDsKbNNXqwgB1zm3bw6XXGb8dNw=mo,allow editing task descriptions,5,0,1.18.28,9/18/2025 18:55,,,1.18.28,43
10ded7ca-2cd8-4297-97e3-6e4af0824cc4,Patrick Berry,https://play-lh.googleusercontent.com/a-/ALV-UjWcePg62N1eMBO4r0v0B6IWjmuorCcPha2yY3SBsua29h354JBD,useless cannot see premium plans,1,0,1.18.28,9/13/2025 17:54,,,1.18.28,34
50a30ff1-eef6-47fd-97fb-b6437bffe1f4,Abdallah Tarek,https://play-lh.googleusercontent.com/a-/ALV-UjWpoTV8vzfIVmWT24iukTShi46tD4eSzN8j85VKxIjVYBAitEm6,alawys application responding,1,0,1.18.28,9/10/2025 9:57,,,1.18.28,33
406a91a8-f054-4811-8df2-101bfd891b63,Ilavarasan,https://play-lh.googleusercontent.com/a-/ALV-UjX02qUCEDt6ZUhHMIwBJ6FW1xGw8kXj5LD_4b9XBKnql5NN635Vfw,good need options like connecting calendar,4,0,1.18.28,9/8/2025 22:27,,,1.18.28,65
c1c61537-e08f-47f6-ae0b-9b3da7fa5016,Goran Denk,https://play-lh.googleusercontent.com/a/ACg8ocKgvHjSJbLFGbj8VkrGUhWFDvoeiYMTE6PX359bXBvJ7KjuOw=mo,great app id like able archive transfer entire plans buckets taks would useful corporate environment,4,5,1.18.26,9/5/2025 20:29,,,1.18.26,139
2f4c456b-1260-4a28-b790-e64f150dc1d2,NIyi Adesanya,https://play-lh.googleusercontent.com/a-/ALV-UjW9NI1bPbPXZyBnx99sRNmDkIq8Y1p9K0fslFj4hvwtckbCZxM,excellent,5,0,1.18.28,8/31/2025 4:19,,,1.18.28,11
b2f8b79c-54da-4e4c-8a1d-61447493c018,For Google Calendar,https://play-lh.googleusercontent.com/a/ACg8ocLcpVIGGDaS0paGoAjUnUljCNQxX8_wGyvu6qd7yOCE79CvNbi-=mo,yet another bloated app stead apk taking space probably necessary like edge outlook onedrive doesnt even load past first login screen,1,4,1.18.28,8/27/2025 20:44,,,1.18.28,193
32436694-c32f-4575-9ad1-e5ee64762ace,Matt E,https://play-lh.googleusercontent.com/a-/ALV-UjUGUUznQKtFbmKH-LVTr6ITujk6Z6za4fzgvAZdlNzdD2_uEZSx,app needs major updates 1 dosnt work premium plans 2 supports one account unlike every office app allow switching multiple accounts 3 many fields cant viewed editied app since already see tasks outlook app doesnt support many basic plan management features premiumadvanced features dont think even makes sense installed project management apps far superior even free,1,13,1.18.28,8/27/2025 0:55,,,1.18.28,490
f02d1408-8347-47e2-8b35-d71d5aeb4f40,Monica McCloud,https://play-lh.googleusercontent.com/a-/ALV-UjVgXn6xqxKfHvHiiXNqszoAcpRnQZ29z9sUHeAncq7Z8CMOzLssmA,great app organization creating checklists,5,0,,8/26/2025 0:04,,,,51
e9594766-ecd6-477a-a194-c4c0add4b764,Abdulrahman Al Kharafi,https://play-lh.googleusercontent.com/a/ACg8ocLdRl5yQlmZ01lbwCxKwFf1X66L-x2VaUqRar645agenT2sHQ=mo,great app,5,0,1.18.28,8/23/2025 19:50,,,1.18.28,9
c538e8ef-5829-41de-8900-8041d0b06506,Tarun Wadhwa,https://play-lh.googleusercontent.com/a-/ALV-UjWgRqBXmpa9PZLokaDoaGAvpstOzm_yW3iIUrWVT0PHum3WsF5f,good easy use,5,0,1.18.28,8/20/2025 5:18,,,1.18.28,25
786fda5d-c851-406c-bfd3-5a440186adc2,Carl M,https://play-lh.googleusercontent.com/a-/ALV-UjU5-VKqxbajMparZTTcKkaIMEyfSgUWqhWK1r3gWhwNdZBmE6uTvg,disappointing like early dev build something missing swathes features web counterpart almost nothing especially create plans web version using premium wont even show app,1,5,1.18.28,8/18/2025 23:50,,,1.18.28,262
caf0411b-0a18-4f52-b1f9-dfc240482acc,Dustin Hall,https://play-lh.googleusercontent.com/a-/ALV-UjXlNpdxAif4nesZ0WJMfgFFbtvecu_AVb5fS1kjK2IXkW6B4HqN,great app wonders work keeps everything place,5,0,1.18.28,8/15/2025 3:30,,,1.18.28,66
62769530-0042-4cef-a4d5-7047d3972043,Dustin Petersen,https://play-lh.googleusercontent.com/a-/ALV-UjWQUxmxS2EEV85CzlemcAsGLrTV48FTWw9R3zKaroqF1uU4MJmr,major pain app signs setting remain signed add biometric fingerprint log much better interface though planner app vs accessing teams,2,4,1.18.28,8/14/2025 1:42,,,1.18.28,177
084ef2f5-5859-421d-bca5-09df5750a2f0,Sithum Sanjaya (Thadi),https://play-lh.googleusercontent.com/a-/ALV-UjXaWhex3khRFfc1zGP3mB7suYwP_j2ypKonnW5osZqd1RVQDt7AcA,app provides well optimised management features work projects even personal things also collaborative work features,5,1,1.18.28,8/4/2025 9:41,,,1.18.28,151
8ec9fb54-270d-405d-9af6-be7ca766dcc6,Mahar Asif444,https://play-lh.googleusercontent.com/a-/ALV-UjU7uu6ehZ4k4C-ZOKNcomUqFcXUW4Al9lHF_b1njvpTxaOdHJ9Z,exilante,5,0,1.18.26,8/2/2025 22:17,,,1.18.26,8
9d7545c4-e5c3-4b23-ae1a-5bd2594c9bfa,Tom Vidler,https://play-lh.googleusercontent.com/a-/ALV-UjUC2t9Oph9an2nOV8bi4-KuOxi7mxBSLDiOH_kx_C9MlJSS7s0,updated upcoming redundancy project online,1,0,,7/29/2025 17:14,,,,57
cd1860bb-c037-4696-9532-de714bf9884f,Michael Slater-Lunsford,https://play-lh.googleusercontent.com/a/ACg8ocJPziExme2mXFv4DpVWXE0F8_OIw1ee8jiZS8MsT17ZrDILG5o=mo,missing lot plans made desktop someone told plans created using premium license guess logic goes like use standard use app pay extra premium well take away mobile genius marketing strategy,1,11,1.18.28,7/23/2025 9:42,,,1.18.28,283
526ad138-3418-4ca3-943a-5695c4248512,Samuel Xaki,https://play-lh.googleusercontent.com/a-/ALV-UjVSJWhvGubYHG9Kb-vL0NkFN7Tur39hB3kdsDSXircbsRY2FQG9zg,enjoying app wish access control could improved limit project team members allocated activities,4,3,1.18.26,7/18/2025 12:58,,,1.18.26,128
e7c924b8-ebea-4eec-af4c-deccdadb7ce0,Maverick Nienaber,https://play-lh.googleusercontent.com/a-/ALV-UjVLGLXQL9YqPQiiO7YQHcB-FkelRkVY7qEwNwhFRQtUOofd_s8x,improve offline accessibility add photos plans even weak signal areas awesome,4,1,1.18.28,7/18/2025 12:50,,,1.18.28,116
f3b9a062-93c3-4450-922e-190c5c115cc2,P Chris T,https://play-lh.googleusercontent.com/a/ACg8ocKlX8ZbgYf3VOeC1UU_8ryjsBKW8xnbuosLXotLSBiRaTKNEA=mo,could connect gcc appear work government tenant,1,0,,7/16/2025 19:53,,,,82
a448ecf1-7e50-4c3f-b740-4d7a866fb018,Emily Hanson,https://play-lh.googleusercontent.com/a-/ALV-UjWsABBvHi3vn2RRdPnm8juRKV1mFZUMXdOFhU00X8RKScwsroop,love use every day love assigned feature connects outlook calendar,5,8,1.18.28,7/16/2025 3:41,,,1.18.28,105
4ca04594-3888-4800-86e5-d8c7d011934f,Jason Kohlhoff,https://play-lh.googleusercontent.com/a-/ALV-UjWEsTIUZbXw4IBx90HWlYb91q7sw1K9hLGIKo31Fmw9DPGgC3qh,taskilicious,5,0,1.18.28,7/15/2025 17:56,,,1.18.28,13
5349db5d-ca86-4f93-8834-aca91efe9ce9,Andrew Corn,https://play-lh.googleusercontent.com/a/ACg8ocIcX0u2_AgpMVHD108U1GgBIBmQ2MRT15BE4V7xHFf4v9b73A=mo,needs access planner premium plans,2,0,1.18.27,7/14/2025 8:21,,,1.18.27,37
693c932c-7ce0-4fe9-922f-9e61d890dce1,Kate O'Neill,https://play-lh.googleusercontent.com/a/ACg8ocIMicSAdwTeCOFiw47DdfUroMo7j-avvZ7V4mpJxiBX0TJihw=mo,wont let sign either endlessly thinking black screen use desktop definitely app problem reinstalling doesnt solve problem,1,4,1.18.27,7/13/2025 4:39,,,1.18.27,175
48f23221-1fa4-4d8e-81cc-8f8f9bc08b4f,Amber N. Nelson (YonHarla Fang),https://play-lh.googleusercontent.com/a-/ALV-UjUy3sfXNaDgkuesGOxPw5I9lmI-rUWQU9I5oc_VtcvyNh5kQRcd,nice sorting limitations also lot classroom potential ese,3,2,1.18.26,7/6/2025 22:20,,,1.18.26,106
fe4d740b-9f42-46f4-a2eb-7ce15d4ac9ba,Alex Samson,https://play-lh.googleusercontent.com/a-/ALV-UjVU3urdYiYv0_bvmsPnebCuxSkpjygLYaQJXoCw6PmKRZAkWnR2gg,actually dont know begin could start fact app doesnt work offline mode theres fact constantly unfavourites favourites favourite deficiency reminder function tasks telling even copilot recommends trello instead described swiss army knife could cut jelly whoever developed rubbish idea ux,1,6,1.18.26,7/5/2025 4:03,,,1.18.26,430
90827ff1-3147-4cbc-b72f-328f81ba5fcd,Richard Defee,https://play-lh.googleusercontent.com/a-/ALV-UjU9eEXPBePovHZ3D-hkTIyyCc9SoBVo6YtMvs0YZXigqh4op7ijyA,works great microsoft stuff working together,5,0,1.18.26,7/1/2025 19:52,,,1.18.26,70
